ID_Prov,Coord_X,Coord_Y,Coord_PortX,Coord_PortY,Land_PPort,Land_PSize,Land_PRad,Land_Soil,Land_Heat,Land_Rain,Land_Inundation,
1384.000,4483.000,1099.000,688.734,116,6.084,0.742,24.041,0.700,0.576,3833.000,1443.500,
4402.500,1055.500,689.111,154,7.020,0.886,23.735,0.500,0.174,3840.500,1459.000,4361.000,
1033.000,672.604,81,5.086,0.919,23.739,0.500,0.629,3813.500,1432.500,4358.000,972.000,
713.120,639,14.264,0.829,24.169,0.500,0.324,3806.000,1398.000,4410.000,955.000,749.043,
257,9.061,0.788,24.415,0.500,0.258,3796.000,1377.000,4383.000,959.500,720.330,194,
7.859,0.631,24.730,0.500,0.329,3794.000,1354.000,3781.000,1350.000,13.601,189,7.765,
0.732,24.542,0.626,0.228,3749.000,1362.500,3750.000,1373.000,10.548,226,8.493,0.770,
25.072,0.500,0.339,3758.000,1345.500,3758.000,1338.500,7.000,269,9.267,0.745,25.114,
0.500,0.246,3735.500,1343.500,3737.000,1336.000,7.649,177,7.516,0.798,25.360,0.500,
0.487,3727.500,1355.500,3733.500,1363.000,9.605,269,9.258,0.814,25.636,0.500,0.248,
3763.500,1382.000,4507.000,993.500,838.883,175,7.467,0.930,25.430,0.500,0.422,3638.000,
1454.000,4493.500,963.000,986.388,800,15.965,0.299,20.105,0.228,0.030,3696.000,1396.000,
3680.000,1400.000,16.492,555,13.295,0.287,23.793,0.350,0.233,3709.500,1429.000,4593.000,
976.000,992.865,182,7.624,0.746,23.715,0.350,0.617,3738.500,1436.000,4715.000,964.000,
1084.590,180,7.585,0.418,24.091,0.350,0.000,3782.000,1458.000,4917.500,925.000,1254.372,
189,7.759,0.233,24.211,0.350,0.006,3807.000,1463.000,4938.000,901.000,1262.935,93,
5.467,0.143,23.827,0.355,0.000,3779.000,1519.000,4907.000,883.000,1294.944,311,9.964,
0.948,22.150,0.404,0.588,3749.500,1536.500,4871.000,861.500,1308.964,484,12.415,0.453,
19.773,0.405,0.222,3774.000,1385.500,4829.000,875.000,1172.022,162,7.199,0.900,25.223,
0.500,0.371,3374.000,1537.000,4794.500,919.500,1548.911,320,10.100,0.625,19.329,0.398,
0.346,3464.500,1455.500,4736.000,915.500,1381.417,476,12.320,0.534,19.343,0.350,0.308,
3392.000,1523.000,4418.000,572.000,1398.956,385,11.083,0.732,20.983,0.361,0.460,4168.000,
1298.000,4484.000,441.000,913.403,256,9.038,0.360,22.701,0.746,0.004,4157.000,1311.500,
4685.000,813.000,726.145,263,9.166,0.330,23.160,0.824,0.135,4256.500,1309.500,4773.000,
815.000,715.054,270,9.278,0.332,21.203,1.000,0.026,4265.000,1331.000,4853.000,803.000,
790.271,261,9.119,0.286,21.268,1.000,0.007,4250.000,1357.000,4909.500,763.000,887.568,
317,10.058,0.299,21.305,1.000,0.016,4257.000,1234.000,4952.000,691.500,881.664,168,
7.330,0.667,26.878,0.700,0.893,4277.500,1225.500,4975.000,665.000,894.800,416,11.516,
0.667,27.480,0.895,0.358,4258.000,1180.000,4257.500,1177.500,2.550,83,5.142,0.528,
27.699,1.000,0.583,4223.000,1103.000,4230.000,1106.000,7.616,162,7.200,0.390,26.241,
1.000,0.224,4209.500,1098.500,4206.000,1099.000,3.536,184,7.667,0.640,27.102,1.000,
0.407,4208.500,1087.000,4204.500,1088.000,4.123,26,2.916,0.593,27.653,1.000,0.651,
4175.000,1128.500,4174.500,1127.000,1.581,10,1.853,0.714,26.882,1.000,0.469,4153.000,
1429.000,5371.500,409.000,1589.070,799,15.956,0.467,20.411,0.917,0.072,3824.000,1648.000,
4423.000,1026.000,863.531,203,8.047,0.968,9.954,0.219,0.334,3884.000,1609.500,4616.000,
1545.500,734.792,130,6.440,0.800,11.395,0.099,0.136,3999.000,1727.000,4672.500,1695.000,
674.260,427,11.669,0.193,1.490,0.350,0.036,4126.000,1728.000,4663.500,1673.000,540.307,
1061,18.383,0.351,3.728,0.259,0.054,4869.000,1782.500,4867.000,1779.500,3.606,704,
14.976,0.623,2.109,0.502,0.227,3843.500,1629.500,4654.500,1571.000,813.107,226,8.498,
0.886,11.774,0.126,0.325,4002.000,1637.000,2992.000,1736.000,1014.840,91,5.384,0.806,
8.384,0.100,0.008,4343.000,1692.000,4348.000,1697.000,7.071,10323,57.326,0.389,8.675,
0.128,0.057,3891.000,1563.000,4245.000,1453.000,370.697,1665,23.023,0.175,0.200,0.020,
3029.500,1577.000,3028.000,1578.500,2.121,19,2.516,0.783,16.705,0.559,0.242,3167.500,
1572.000,3169.000,1571.500,1.581,90,5.373,0.678,18.706,0.473,0.187,2419.000,1460.000,
2419.000,1457.500,2.500,90,5.381,0.857,20.730,0.315,0.018,1866.500,1001.000,1865.500,
1004.000,3.162,923,17.144,0.689,28.482,1.000,0.596,4199.000,1363.000,2691.000,1717.500,
1549.108,646,14.345,0.313,19.167,0.904,0.017,2775.000,1946.000,2785.500,1942.000,11.236,
84,5.192,0.764,11.907,0.500,0.362,2819.000,1947.500,2827.500,1949.000,8.631,114,
6.046,0.828,12.433,0.500,0.212,2763.000,1840.000,3223.000,1114.000,859.463,17,2.371,
0.732,12.083,0.500,0.162,2771.000,1855.000,3198.000,1119.000,850.897,27,2.940,0.723,
10.461,0.500,0.019,2606.000,1091.000,2598.000,1083.000,11.314,423,11.616,0.624,26.936,
0.889,0.118,2607.000,1134.000,3175.000,1135.000,568.001,593,13.741,0.545,27.174,0.700,
0.293,2613.000,1111.000,3244.000,1135.000,631.456,434,11.762,0.676,26.556,0.701,0.050,
3266.000,1134.000,2379.000,1315.000,905.279,22740,85.082,0.417,23.856,0.155,0.009,2598.000,
1138.000,3213.000,1161.000,615.430,359,10.697,0.732,26.386,0.700,0.016,2538.000,1205.000,
3187.000,1160.000,650.558,306,9.871,0.456,26.534,0.502,0.286,2511.000,1206.000,3286.000,
1189.000,775.186,481,12.382,0.429,26.033,0.501,0.099,2428.000,1192.000,3287.500,1226.500,
860.192,400,11.286,0.474,24.390,0.905,0.007,2491.000,1177.000,3238.000,1247.000,750.273,
168,7.331,0.744,24.865,0.700,0.054,2391.000,1207.000,2389.500,1204.000,3.354,168,
7.317,0.652,25.412,0.722,0.334,2425.000,1155.000,2423.500,1153.500,2.121,12,2.007,
0.264,26.897,1.000,0.553,2730.000,1076.000,2729.000,1073.500,2.693,133,6.525,0.720,
27.430,1.000,0.433,2417.000,1202.000,2395.500,1217.500,26.505,665,14.549,0.709,26.099,
0.681,0.169,2979.000,1348.000,3228.000,1222.000,279.065,62,4.478,0.857,21.927,0.000,
0.000,2524.000,1279.000,3213.000,1208.000,692.649,23,2.713,0.303,28.218,0.350,0.000,
2386.000,1202.000,2384.000,1203.500,2.500,9,1.746,0.600,25.482,0.700,0.346,2444.000,
1239.000,3299.500,996.000,889.342,385,11.072,0.690,28.152,0.490,0.147,2775.000,993.000,
2775.000,995.000,2.000,19,2.523,0.714,27.566,1.000,0.689,2764.500,1079.000,2764.000,
1077.500,1.581,20,2.574,0.701,27.718,1.000,0.466,2908.000,1173.000,3304.000,1038.000,
418.379,1213,19.651,0.674,25.541,0.500,0.132,2678.000,1140.000,3367.000,1129.000,689.088,
224,8.444,0.714,26.008,0.690,0.000,2785.500,1069.500,2784.500,1068.000,1.803,205,
8.088,0.672,26.025,1.000,0.353,2705.000,1164.000,3346.000,1072.000,647.569,332,10.286,
0.644,26.751,0.628,0.287,2658.000,1175.000,3315.000,1070.000,665.338,450,11.970,0.641,
25.985,0.609,0.009,2921.531,1573.813,1208,19.614,0.000,30.000,0.000,0.000,2965.878,
1593.289,1717,23.383,0.000,28.112,0.000,0.006,3093.069,1571.213,2313,27.138,0.000,
28.549,0.700,0.009,1351.000,1668.500,3369.000,1093.000,2098.458,675,14.660,0.870,10.349,
0.561,0.145,2720.000,1118.000,2704.500,1106.000,19.602,138,6.643,0.711,26.278,0.970,
0.028,2715.000,1127.000,3235.000,1267.000,538.516,48,3.912,0.633,25.422,0.700,0.000,
2738.000,1103.000,3437.500,1174.000,703.094,97,5.577,0.654,26.872,1.000,0.329,2810.000,
1143.000,3391.000,1181.500,582.274,304,9.845,0.754,26.037,0.645,0.273,2747.000,1077.000,
2748.000,1076.000,1.414,247,8.881,0.603,27.281,1.000,0.520,3256.000,1167.000,3264.000,
1169.000,8.246,25855,90.722,0.638,24.308,0.902,0.095,3168.000,1258.000,3381.000,1153.000,
237.474,619,14.039,0.764,25.496,0.363,0.107,4260.000,1479.000,3334.000,1170.000,976.195,
330,10.257,0.716,17.791,0.769,0.483,2714.000,1155.000,3313.500,1012.000,616.319,281,
9.465,0.525,27.314,0.700,0.184,2730.000,1853.500,3384.500,1074.000,1017.836,26,2.916,
0.793,12.535,0.543,0.295,4762.500,1571.500,3282.500,975.000,1595.686,63,4.494,0.586,
17.135,0.965,0.725,4297.000,1501.000,3180.000,1274.000,1139.832,380,11.007,0.804,18.350,
0.700,0.657,3156.000,1256.000,3161.000,1261.000,7.071,39,3.552,0.344,1.443,0.750,
0.071,3159.000,1199.000,3164.000,1204.000,7.071,60,4.397,0.427,6.572,0.679,0.083,
4618.500,1675.500,3139.000,1228.000,1545.696,416,11.520,0.707,4.065,0.634,0.076,4613.000,
1633.000,4614.000,1630.000,3.162,136,6.586,0.579,10.279,0.700,0.134,4626.000,1609.000,
4630.000,1611.000,4.472,148,6.881,0.693,12.678,0.700,0.382,4631.000,1600.000,1683.000,
1148.000,2982.450,124,6.293,0.511,13.291,0.700,0.451,4628.000,1576.000,4630.000,1577.000,
2.236,130,6.433,0.430,13.970,0.736,0.411,4658.000,1592.000,4661.500,1596.000,5.315,
188,7.740,0.667,14.377,0.700,0.113,4651.000,1618.000,4652.000,1621.000,3.162,142,
6.745,0.624,11.332,0.727,0.122,3345.000,1425.000,1523.000,1155.000,1841.897,621,14.069,
0.762,22.505,0.350,0.004,3342.000,1331.000,1537.000,1184.500,1810.935,492,12.515,0.780,
23.339,0.269,0.013,3324.500,1418.000,1579.000,1152.000,1765.652,421,11.577,0.700,23.385,
0.350,0.012,3276.000,1384.000,1574.000,1119.000,1722.507,1406,21.162,0.809,24.134,0.339,
0.018,3259.000,1485.000,1611.000,1090.000,1694.677,782,15.783,0.816,19.010,0.200,0.032,
2736.000,1804.500,1524.000,1102.000,1400.875,98,5.604,0.914,10.782,0.513,0.000,2816.500,
1861.000,1515.000,1133.000,1491.270,44,3.761,0.782,10.075,0.500,0.012,2919.000,1896.000,
1501.000,1066.000,1643.053,50,4.014,0.793,10.131,0.500,0.064,2938.000,1895.000,1554.000,
1082.000,1605.125,67,4.619,0.812,10.209,0.500,0.069,2976.500,1883.500,1514.000,1041.000,
1687.813,81,5.091,0.758,10.122,0.500,0.024,4241.000,1277.000,1461.000,1060.000,2788.456,
282,9.477,0.605,25.674,0.723,0.791,4258.000,1265.500,1433.000,1037.000,2834.226,291,
9.629,0.657,25.880,0.855,0.863,4251.000,1206.000,1416.000,1120.000,2836.304,318,10.067,
0.764,27.456,0.879,0.838,4233.000,1220.000,1383.000,1016.000,2857.292,164,7.229,0.426,
27.179,0.990,0.498,4197.000,1253.000,1367.000,923.000,2849.175,264,9.182,0.696,26.867,
0.700,0.720,4158.000,1275.500,4156.500,1270.500,5.220,179,7.566,0.427,25.408,1.000,
0.376,4120.000,1268.000,4116.500,1259.500,9.192,281,9.467,0.697,27.163,1.000,0.823,
4219.000,1110.000,4218.500,1113.000,3.041,83,5.163,0.610,27.720,1.000,0.554,4184.000,
1234.000,1440.000,888.000,2765.728,324,10.156,0.561,25.346,0.935,0.331,4304.000,1221.000,
1419.000,837.000,2910.443,471,12.256,0.552,27.683,1.000,0.133,4281.000,1184.000,1439.000,
858.000,2860.636,186,7.697,0.761,28.612,0.846,0.986,4246.500,1083.000,4252.500,1086.000,
6.708,296,9.710,0.481,26.727,1.000,0.410,4315.000,1244.000,1521.000,782.000,2831.939,
171,7.390,0.384,24.946,1.000,0.008,4224.500,1049.500,4222.500,1049.000,2.062,143,
6.753,0.640,27.403,1.000,0.465,2894.000,1851.000,1568.000,739.000,1730.555,39,3.556,
0.722,6.108,0.500,0.000,2938.000,1854.000,1616.000,808.000,1685.764,103,5.730,0.722,
9.327,0.500,0.005,2965.000,1840.000,1571.000,803.000,1737.413,93,5.459,0.814,9.706,
0.500,0.028,2893.000,1902.000,1645.000,729.000,1712.727,71,4.775,0.717,10.180,0.500,
0.033,2872.500,1895.000,1638.000,693.000,1723.019,77,4.969,0.801,10.209,0.500,0.083,
3040.000,1909.000,1613.000,594.000,1940.504,465,12.174,0.719,8.409,0.500,0.074,3076.000,
1896.000,1601.000,637.000,1939.254,365,10.787,0.490,8.425,0.500,0.175,3057.500,1844.000,
1640.000,670.000,1840.539,262,9.145,0.898,10.209,0.500,0.048,3094.500,1877.500,1572.000,
619.000,1975.305,250,8.936,0.473,8.234,0.500,0.134,3121.000,1889.000,1536.000,651.000,
2011.186,298,9.748,0.716,7.532,0.500,0.230,3105.000,1955.500,1531.000,633.000,2055.841,
230,8.562,0.991,6.050,0.500,0.056,3083.500,1957.000,1644.000,562.000,2004.541,243,
8.795,0.924,6.591,0.500,0.098,2840.500,1925.000,2840.000,1928.000,3.041,71,4.769,
0.792,10.336,0.500,0.438,2868.000,1905.000,2866.500,1908.500,3.808,38,3.510,0.882,
10.209,0.500,0.124,2913.000,1932.500,2914.000,1935.500,3.162,36,3.422,0.738,10.083,
0.500,0.170,2895.000,1793.500,1655.000,509.000,1785.368,70,4.725,0.849,11.720,0.500,
0.062,2870.500,1909.000,2867.500,1919.500,10.920,97,5.571,0.837,10.209,0.500,0.169,
3123.000,1827.000,1721.000,468.500,1952.211,496,12.568,0.921,10.081,0.500,0.214,2885.000,
1923.000,2886.500,1924.500,2.121,52,4.089,0.809,10.209,0.500,0.161,2889.000,1919.000,
1766.500,444.000,1853.546,63,4.484,0.784,10.209,0.500,0.079,2774.500,1690.000,2772.000,
1689.500,2.550,86,5.245,0.288,15.746,0.500,0.160,2783.000,1676.000,2786.000,1676.500,
3.041,84,5.184,0.857,17.152,0.500,0.090,2834.000,1622.000,2834.000,1624.500,2.500,
58,4.322,0.797,17.893,0.500,0.381,2856.000,1613.000,2857.000,1607.000,6.083,65,
4.560,0.876,18.059,0.464,0.248,2868.000,1614.000,2873.500,1613.500,5.523,70,4.750,
0.876,17.758,0.498,0.281,2900.500,1677.000,2899.000,1679.000,2.500,97,5.581,0.776,
17.739,0.500,0.378,2858.000,1699.500,2860.000,1701.000,2.500,54,4.155,0.738,16.252,
0.500,0.177,2851.000,1708.000,2854.500,1709.000,3.640,37,3.437,0.759,15.838,0.500,
0.113,2838.000,1530.500,2828.000,1534.000,10.595,321,10.116,0.532,18.694,0.350,0.061,
2779.000,1600.500,2774.500,1606.000,7.106,195,7.897,0.659,17.952,0.518,0.340,2744.000,
1603.000,2739.000,1606.000,5.831,206,8.115,0.780,17.704,0.501,0.291,2800.500,1594.500,
2801.000,1594.000,0.707,165,7.250,0.707,17.941,0.490,0.256,2714.500,1600.500,2715.000,
1602.000,1.581,22,2.706,0.817,17.899,0.500,0.216,2702.000,1601.000,2705.000,1603.500,
3.905,154,7.007,0.812,17.825,0.500,0.162,2624.500,1583.000,2620.500,1583.000,4.000,
18,2.414,0.589,18.087,0.404,0.379,2616.500,1576.500,2614.000,1577.000,2.550,94,
5.484,0.863,17.984,0.464,0.323,2803.000,1565.500,2804.500,1565.500,1.500,18,2.433,
0.834,18.166,0.350,0.074,2808.000,1576.000,2809.500,1576.500,1.581,9,1.746,0.923,
18.227,0.350,0.200,2530.500,1553.500,2529.500,1555.000,1.803,9,1.766,0.857,18.036,
0.500,0.167,2378.500,1334.000,2379.500,1330.000,4.123,29,3.069,0.641,22.167,0.100,
0.195,2363.000,1237.000,2363.000,1235.000,2.000,20,2.571,0.597,25.028,0.500,0.375,
2383.000,1197.000,2381.000,1197.500,2.062,10,1.833,0.714,25.609,1.000,0.533,2439.000,
1124.000,2438.000,1123.000,1.414,17,2.372,0.690,28.193,1.000,0.571,2589.500,1088.000,
2586.500,1088.000,3.000,28,3.023,0.714,27.604,1.000,0.311,2604.000,1085.000,2602.000,
1080.500,4.924,37,3.461,0.451,27.589,0.929,0.573,2636.000,1097.500,2636.000,1093.500,
4.000,31,3.172,0.491,27.061,0.500,0.114,2659.500,1104.500,2657.000,1102.000,3.536,
38,3.499,0.714,28.062,0.700,0.363,2614.000,1089.000,2615.000,1085.000,4.123,26,
2.917,0.714,27.634,0.700,0.333,2847.000,867.500,2845.500,868.500,1.803,32,3.223,
0.810,25.802,0.500,0.300,2744.000,1120.000,3014.000,551.000,629.810,258,9.070,0.573,
26.666,0.775,0.154,2926.000,458.000,2928.000,456.500,2.500,20,2.556,0.286,17.192,
0.600,0.500,2379.000,1261.000,2378.000,1260.000,1.414,12,1.965,0.714,25.031,0.350,
0.316,2396.000,1220.000,2395.000,1218.000,2.236,8,1.652,0.476,26.542,0.700,0.200,
2760.000,1122.000,1821.000,562.000,1093.307,545,13.180,0.636,26.975,0.892,0.076,2697.000,
1115.000,2696.000,1110.000,5.099,167,7.298,0.687,27.656,0.926,0.285,2686.000,1131.000,
1985.500,961.500,720.715,229,8.547,0.707,26.760,0.700,0.013,2722.000,1130.000,1876.000,
579.500,1009.340,400,11.292,0.648,26.231,0.712,0.082,2707.000,1146.000,1790.000,761.000,
994.542,276,9.378,0.643,26.550,0.700,0.045,2713.000,1115.000,2709.000,1102.500,13.124,
213,8.250,0.741,27.397,0.999,0.144,2668.000,1122.000,2675.000,1107.000,16.553,278,
9.413,0.701,26.701,0.691,0.000,2653.000,1146.000,2652.000,1097.500,48.510,317,10.061,
0.615,25.867,0.700,0.000,2563.000,1088.000,2557.000,1086.500,6.185,312,9.973,0.701,
27.200,0.896,0.315,2421.000,1223.000,1814.000,687.000,809.781,327,10.207,0.680,26.793,
0.501,0.021,2460.000,1114.000,2459.000,1112.000,2.236,274,9.340,0.613,26.898,1.000,
0.251,2713.000,1179.000,1847.000,624.000,1028.582,182,7.623,0.475,26.854,0.553,0.193,
2486.500,1494.000,2482.500,1497.000,5.000,26,2.889,0.732,17.361,0.350,0.149,2547.000,
1154.000,1852.000,671.000,846.353,636,14.233,0.495,25.429,0.710,0.015,2552.000,1163.000,
1989.000,738.000,705.403,626,14.123,0.548,26.315,0.674,0.043,2451.000,1177.000,1971.000,
690.000,683.790,315,10.023,0.360,23.303,0.929,0.006,2587.000,1172.000,1643.000,839.000,
1001.012,478,12.336,0.651,27.013,0.673,0.006,1670.000,804.000,1680.000,821.000,19.723,
9468,54.900,0.583,25.435,0.857,0.053,2636.000,1181.000,1718.000,796.000,995.464,493,
12.534,0.593,26.773,0.531,0.088,2640.000,1226.000,1748.000,752.000,1010.119,348,10.533,
0.659,26.697,0.500,0.204,2408.000,1270.000,1767.000,802.000,793.666,1091,18.640,0.675,
26.810,0.407,0.111,2442.000,1230.000,1816.000,810.000,753.841,402,11.315,0.599,27.259,
0.500,0.034,2412.000,1186.000,1828.000,739.000,735.435,288,9.576,0.415,26.018,0.983,
0.224,2602.000,1227.000,1857.000,730.000,895.564,544,13.167,0.676,27.290,0.474,0.133,
2626.000,1255.000,1893.000,788.000,869.125,875,16.697,0.704,27.390,0.366,0.021,2469.000,
1212.000,1868.000,822.000,716.450,544,13.168,0.674,26.993,0.563,0.120,2507.000,1192.000,
1889.000,886.000,689.609,655,14.450,0.554,25.261,0.623,0.065,2587.000,1103.000,2582.500,
1086.000,17.586,190,7.790,0.673,27.020,0.913,0.181,2625.000,1110.000,2063.500,839.500,
623.260,321,10.123,0.524,27.218,0.700,0.404,2565.000,1226.000,2025.000,856.000,654.599,
311,9.953,0.576,26.730,0.500,0.464,2548.000,1185.000,2013.000,831.000,641.515,579,
13.585,0.508,25.873,0.596,0.118,2897.000,1329.000,2022.000,877.000,984.850,202,8.030,
0.665,21.938,0.106,0.004,2511.000,1251.000,1995.000,790.000,691.937,455,12.043,0.651,
26.972,0.417,0.022,2648.000,1239.000,1961.000,805.000,812.604,436,11.794,0.757,26.755,
0.456,0.064,2673.000,1258.000,1935.000,817.000,859.724,169,7.354,0.703,25.744,0.350,
0.042,2671.000,1220.000,1887.000,743.000,917.706,179,7.566,0.714,27.054,0.500,0.101,
2719.000,1239.000,1795.000,716.000,1061.746,87,5.285,0.714,26.414,0.421,0.081,2721.000,
1215.000,2079.500,856.500,734.877,339,10.402,0.641,25.447,0.500,0.242,2629.000,1275.000,
2051.000,892.000,693.378,80,5.070,0.780,27.525,0.350,0.074,2652.000,1301.000,1921.000,
894.000,836.666,61,4.414,0.893,26.075,0.287,0.015,2732.000,1220.000,1957.000,924.000,
829.603,454,12.023,0.740,25.388,0.467,0.122,2775.000,1184.000,1938.000,873.000,892.911,
109,5.911,0.429,24.479,0.500,0.255,2787.000,1173.000,1917.000,930.000,903.299,678,
14.700,0.569,24.256,0.569,0.086,2819.000,1167.000,1936.500,983.000,901.478,643,14.311,
0.700,25.074,0.503,0.162,2744.000,1270.000,1875.000,939.000,929.904,32,3.217,0.714,
25.495,0.350,0.000,2753.000,1228.000,1863.500,977.500,924.100,264,9.168,0.735,24.840,
0.489,0.038,2842.000,1254.000,1763.000,966.000,1116.774,72,4.814,0.143,24.454,0.306,
0.013,2818.000,1291.000,1710.000,1079.000,1128.099,31,3.153,0.143,23.445,0.109,0.000,
2634.000,1567.000,2945.000,1210.000,473.466,281,9.467,0.822,16.944,0.487,0.061,2680.000,
1591.000,1681.000,1007.000,1157.176,483,12.403,0.821,17.846,0.500,0.164,2764.000,1579.000,
1703.000,953.000,1231.908,352,10.593,0.786,17.309,0.419,0.181,2718.000,1572.000,1819.500,
983.000,1074.348,260,9.101,0.685,18.033,0.389,0.300,2743.000,1530.000,1758.000,1026.000,
1106.454,280,9.446,0.578,18.980,0.216,0.102,2813.000,1530.000,1764.000,1076.000,1143.030,
128,6.392,0.535,18.955,0.308,0.006,2860.000,1436.000,1839.500,1051.000,1090.709,92,
5.439,0.580,19.993,0.000,0.018,2999.000,1389.000,1618.000,1148.000,1401.871,38,3.518,
0.851,21.156,0.000,0.000,2527.500,1551.500,2525.000,1551.500,2.500,201,8.016,0.784,
17.850,0.500,0.174,2566.000,1565.500,1614.000,712.000,1278.580,165,7.267,0.869,17.859,
0.500,0.067,2534.500,1558.500,2531.500,1559.000,3.041,161,7.163,0.819,17.985,0.500,
0.449,2512.500,1477.500,1444.000,919.000,1205.659,354,10.617,0.801,17.911,0.294,0.026,
2485.000,1511.000,2482.500,1511.500,2.550,211,8.198,0.746,16.843,0.407,0.332,2911.000,
1209.000,1478.000,932.000,1459.527,509,12.737,0.554,26.306,0.452,0.210,2864.000,1204.000,
1581.000,687.000,1383.249,169,7.349,0.464,25.332,0.495,0.631,2872.000,1189.000,1547.000,
783.000,1385.807,315,10.017,0.778,25.573,0.500,0.671,2820.000,1188.000,2936.000,854.000,
353.570,649,14.377,0.652,24.756,0.500,0.128,2773.000,1286.000,2929.000,913.000,404.308,
53,4.120,0.143,21.209,0.324,0.017,2797.000,1204.000,3134.000,707.000,600.481,640,
14.276,0.764,25.222,0.457,0.238,3164.000,1279.000,3158.000,725.000,554.032,146,6.827,
0.986,26.271,0.214,0.042,3130.500,1266.500,3156.000,684.000,583.058,153,6.983,0.934,
24.999,0.256,0.000,3098.000,1202.000,2888.000,2029.000,853.246,423,11.614,0.745,24.558,
0.481,0.043,2806.500,1548.500,2805.500,1552.500,4.123,4201,36.572,0.650,24.491,0.124,
0.018,2541.000,1228.000,2816.000,1822.000,654.569,403,11.326,0.715,26.934,0.500,0.232,
2663.000,1197.000,2846.000,1826.000,655.080,404,11.349,0.694,26.538,0.500,0.060,2530.000,
1180.000,2829.000,1832.000,717.290,686,14.781,0.591,25.440,0.675,0.029,2576.000,1184.000,
2957.000,1914.000,823.445,505,12.683,0.665,26.449,0.514,0.148,2599.000,1244.000,2986.000,
1850.000,719.031,125,6.310,0.600,27.590,0.386,0.036,2692.000,1186.000,2966.000,1841.000,
710.001,258,9.068,0.738,26.805,0.519,0.184,2692.000,1164.000,3039.000,1836.000,756.302,
295,9.703,0.674,25.887,0.699,0.000,2504.000,1540.000,2504.000,1542.000,2.000,24,
2.789,0.857,17.931,0.350,0.559,2682.000,1156.000,2914.000,1904.000,783.153,331,10.271,
0.649,25.573,0.700,0.000,2386.000,1279.000,2383.500,1280.000,2.693,335,10.333,0.773,
25.136,0.348,0.040,2477.000,1230.000,2838.000,1861.000,726.968,358,10.675,0.530,27.182,
0.500,0.065,2426.000,1177.000,2886.000,1882.000,841.799,201,8.017,0.429,25.040,1.000,
0.000,2885.000,884.000,2842.000,1852.000,968.955,354,10.619,0.719,22.124,0.724,0.003,
3097.500,693.500,2870.000,1832.000,1161.008,522,12.900,0.762,18.049,0.500,0.004,3126.000,
758.000,2876.000,1894.000,1163.184,502,12.644,0.533,22.921,0.545,0.246,3083.500,678.000,
2889.000,1853.000,1190.989,880,16.744,0.693,18.400,0.485,0.013,2542.500,1578.500,2541.500,
1579.000,1.118,33,3.280,0.817,18.053,0.500,0.390,2563.000,1558.000,2779.000,1880.000,
387.737,328,10.231,0.795,17.498,0.492,0.245,2829.000,919.000,2827.000,920.000,2.236,
126,6.348,0.690,26.182,0.635,0.198,2840.500,910.500,2831.500,911.500,9.055,382,
11.028,0.612,24.891,0.587,0.192,2841.000,886.000,2841.000,883.500,2.500,98,5.590,
0.743,25.692,0.500,0.224,2855.000,917.500,2838.000,1712.000,794.682,489,12.483,0.682,
24.273,0.700,0.038,2880.000,902.000,2835.000,1730.000,829.222,271,9.298,0.709,22.497,
0.700,0.014,2872.000,891.500,2825.000,1727.000,836.821,109,5.897,0.592,22.104,0.872,
0.009,2858.000,860.500,2773.000,1761.000,904.503,119,6.169,0.517,25.063,0.508,0.040,
2865.000,858.000,2795.000,1728.500,873.310,127,6.368,0.333,23.727,0.621,0.000,2849.500,
864.000,2841.000,861.500,8.860,137,6.612,0.790,25.742,0.500,0.271,3165.000,611.500,
3163.500,606.000,5.701,655,14.450,0.739,22.854,0.505,0.195,3187.000,698.000,3190.000,
698.000,3.000,145,6.797,0.771,24.564,0.700,0.375,3204.000,712.000,3206.500,711.000,
2.693,20,2.565,0.857,24.938,0.700,0.485,3256.000,748.000,3255.000,742.500,5.590,
243,8.801,0.737,25.498,0.700,0.263,3185.000,657.000,3187.500,665.500,8.860,322,
10.136,0.712,24.260,0.517,0.133,3184.000,695.000,3183.500,692.000,3.041,24,2.777,
0.786,24.679,0.804,0.265,3150.000,683.000,2649.000,1672.000,1108.658,335,10.328,0.676,
20.690,0.545,0.005,3150.000,707.000,2599.000,1699.000,1134.753,483,12.402,0.708,19.188,
0.744,0.007,3166.000,751.500,2625.000,1673.000,1068.571,383,11.048,0.464,23.866,0.500,
0.028,3191.500,728.000,2745.500,1721.000,1088.561,532,13.016,0.811,24.308,0.564,0.208,
3085.000,710.500,2769.000,1735.000,1072.127,762,15.580,0.754,19.162,0.500,0.007,3142.000,
721.500,2850.000,1912.000,1225.787,673,14.644,0.696,19.045,0.521,0.004,3269.000,796.000,
3270.500,799.500,3.808,193,7.858,0.714,25.058,0.525,0.119,3255.000,947.500,3259.500,
946.000,4.743,75,4.916,0.586,26.708,0.653,0.107,3271.500,967.500,3272.500,967.000,
1.118,10,1.871,0.429,28.768,0.500,0.083,3279.500,972.500,3279.000,971.500,1.118,
3,1.128,0.429,29.841,0.500,0.200,3278.500,975.500,3281.500,975.000,3.041,75,
4.919,0.429,28.776,0.500,0.140,2776.500,1551.000,3510.000,1431.000,743.251,266,9.202,
0.323,18.590,0.310,0.090,3268.500,969.000,3267.000,964.500,4.743,59,4.370,0.467,
27.995,0.500,0.295,3153.000,1194.000,2978.000,1692.000,527.853,375,10.934,0.720,25.135,
