province;red;green;blue;x;x
1677;70;202;252;Balaton Lake;x
1678;71;222;252;Guiana Basin;x
1679;72;252;252;Southern Guiana Basin;x
1680;73;202;202;Cape Verde Plain;x
1681;74;202;252;Gambia Plain;x
1682;75;222;252;Canary Basin;x
1683;76;252;252;Demerara Plain;x
1684;77;202;202;Mid-North-Atlantic Ridge;x
1685;78;202;252;Puerto Rico Trench;x
1686;79;222;252;Romanche Gap;x
1687;80;252;252;Guinea Basin;x
1688;81;202;202;Ascension Island;x
1689;82;202;252;Coast of Falklands;x
1690;83;222;252;Argentina Plain;x
1691;84;252;252;Argentina Basin;x
1692;85;202;202;Rio Grande Rise;x
1693;86;202;252;Martin Vaz Islands;x
1694;87;222;252;Tristan da Cunha Fracture Zore;x
1695;88;252;252;South Sandwich Rise;x
1696;89;202;202;South Sandwich Islands;x
1697;135;143;220;Natchez;x
1698;91;222;252;Pernambuco Plain;x
1699;92;252;252;Sierra Leona Rise;x
1700;93;202;202;Chain Fracture Zone;x
1701;94;202;252;Brazil Basin;x
1702;95;222;252;St Helena Island;x
1703;96;252;252;Angola Plain;x
1704;97;202;202;Cape Plain;x
1705;98;202;252;Bouvet Island;x
1706;99;222;252;Discovery Seamounts;x
1707;100;252;252;Mid-South-Atlantic Ridge;x
1708;101;202;202;Tristan da Cunha Islands;x
1709;136;147;70;Coatzacualco;x
1710;8;149;120;Tlacotlalpan;x
1711;136;151;170;Coalcoman;x
1712;105;202;202;Cape of Storms;x
1713;106;202;252;Gulf of Bengal;x
1714;107;222;252;Coast of Kerala;x
1715;108;252;252;Palk Strait;x
1716;109;202;202;Coast of Ceylon;x
1717;110;202;252;Laccadive Islands;x
1718;111;222;252;Carlsberg Ridge;x
1719;112;252;252;Mascarene Plateau;x
1720;113;202;202;Somali Basin;x
1721;114;202;252;Maldives Islands;x
1722;115;222;252;Vema Trench;x
1723;116;252;252;Chagos Archipelago;x
1724;117;202;202;Ceylon Plain;x
1725;118;202;252;Ninetyeast Ridge;x
1726;119;222;252;Cocos Basin;x
1727;120;252;252;Marion Island;x
1728;121;202;202;Natal Basin;x
1729;122;202;252;Taolagnaro Bay;x
1730;123;222;252;Crozet Islands;x
1731;124;252;252;Crozet Basin;x
1732;125;202;202;Madagascar Basin;x
1733;8;153;220;Kiliwa;x
1734;136;155;20;Cahita;x
1735;8;157;70;Chumash;x
1736;1;203;203;Diamantina Fracture Zone;x
1737;2;203;253;Western South Australian Basin;x
1738;3;223;253;Southwestern Indian Ridge;x
1739;4;253;253;St Paul and Amsterdam Islands;x
1740;5;203;203;Southeastern Indian Ridge;x
1741;6;203;253;Perth Basin;x
1742;7;223;253;South Tasman Rise;x
1743;8;253;253;North Australian Basin;x
1744;9;203;203;Cocos Islands;x
1745;10;203;253;Wharton Basin;x
1746;11;223;253;Christmas Island;x
1747;12;253;253;Mid-Indian Basin;x
1748;13;203;203;Mid-Indian Ridge;x
1749;14;203;253;The Comoros;x
1750;15;223;253;Lake Tchad;x
1751;16;253;253;Lake Victoria;x
1752;17;203;203;Lake Tangayika;x
1753;18;203;253;Lake Malawi;x
1754;25;200;200;Mer d'Iroise;x
1755;158;147;175;Cilicia;x
1756;21;203;203;Lake Baikal;x
1757;26;200;250;Madeira Islands;x
1758;23;223;253;Qujing;x
1759;30;153;75;Yuanjiang;x
1760;25;203;203;Xunzhou;x
1761;26;203;253;Lake Ontario;x
1762;27;223;253;Lake Erie;x
1763;28;253;253;Lake Huron;x
1764;29;203;203;Lake Michigan;x
1765;30;203;253;Lake Superior;x
1766;52;251;251;New Caledonia Island;x
1767;158;143;75;Rama;x
1768;45;201;201;Tasman Basin;x
1769;34;203;253;Komandorskie Islands;x
1770;35;223;253;Attu and Kiska Islands;x
1771;36;253;253;Kamtchatka Trench;x
1772;37;203;203;West Aleutian Trench;x
1773;38;203;253;Emperor Seamount Chain;x
1774;39;223;253;Wake Island;x
1775;40;253;253;Mapmaker Seamounts;x
1776;41;203;203;Ratak Chain;x
1777;42;203;253;West Mid-Pacific Mountains;x
1778;43;223;253;Ralik Chain;x
1779;46;201;251;Cook Strait;x
1780;47;221;251;Lorw Howe Rise;x
1781;46;203;253;Beaufort Sea;x
1782;48;251;251;Three Kings Islands;x
1783;48;253;253;Kodiak Island;x
1784;49;203;203;Queen Charlotte Islands;x
1785;50;203;253;Andreanov Islands;x
1786;51;223;253;Eastern Alaska Plain;x
1787;52;253;253;Parker Seamount;x
1788;53;203;203;Western Alaska Plain;x
1789;54;203;253;Pioneer Fracture Zone;x
1790;55;223;253;Mendocino Fracture Zone;x
1791;56;253;253;Surveyor Fracture Zone;x
1792;57;203;203;East Aleutian Trench;x
1793;58;203;253;Midway Island;x
1794;59;223;253;Hawaiian Ridge;x
1795;60;253;253;Molokai Fracture Zone;x
1796;61;203;203;Cedros Trench;x
1797;62;203;253;Revilla Gigedo Islands;x
1798;63;223;253;Clarion Fracture Zone;x
1799;64;253;253;Coast of Hawaii;x
1800;65;203;203;Johnston Island;x
1801;66;203;253;East Mid-Pacific Mountains;x
1802;67;223;253;Galapagos Archipielago;x
1803;68;253;253;Guatemala Basin;x
1804;69;203;203;Carnegie Ridge;x
1805;70;203;253;Nazca Ridge;x
1806;71;223;253;San Felix Island;x
1807;72;253;253;Juan Fernandez Islands;x
1808;73;203;203;Gulf of Penas;x
1809;74;203;253;Clipperton Island;x
1810;75;223;253;Gallego Rise;x
1811;76;253;253;Peru Basin;x
1812;77;203;203;Sala y Gomez Ridge;x
1813;78;203;253;East Pacific Rise;x
1814;79;223;253;Easter Island;x
1815;80;253;253;Fernandez Fracture Zone;x
1816;81;203;203;Northern Line Islands;x
1817;82;203;253;Cocos Ridge;x
1818;83;223;253;Galapagos Fracture Zone;x
1819;85;203;203;Chile Rise;x
1820;86;203;253;Mornington Abyssal Plain;x
1821;137;159;120;Patwin;x
1822;9;33;170;Maidu;x
1823;137;35;220;Mi-wuk;x
1824;9;37;20;Pomo;x
1825;91;223;253;Bounty Island;x
1826;92;253;253;South Fiji Basin;x
1827;93;203;203;Samoa and Tonga Islands;x
1828;94;203;253;Southern Cook Islands;x
1829;95;223;253;Southwest Pacific Basin;x
1830;96;253;253;Society Islands;x
1831;97;203;203;Challenger Fracture;x
1832;98;203;253;Southeast Pacific Ridge;x
1833;99;223;253;Eltanin Fracture Zone;x
1834;100;253;253;Phoenix Islands;x
1835;101;203;203;Southern Line Islands;x
1836;102;203;253;Central Pacific Basin;x
1837;103;223;253;Yangtse Jiang;x
1838;104;203;203;West Clipperton Fracture Zone;x
1839;106;203;253;Marquises Islands;x
1840;107;223;253;Tuamotu Islands;x
1841;108;253;253;Gambier Islands;x
1842;109;203;203;Marquises Hotspot;x
1843;110;203;253;Tiki Basin;x
1844;111;223;253;Marienburg;x
1845;112;253;203;Orihuela;x
1846;51;221;251;Foveaux Strait;x
1847;27;220;250;Côte d'Argent;x
1848;1;200;200;Veroya;x
1849;38;201;251;Kangaroo Island;x
1850;3;220;250;Gulf of Bothnia;x
1851;4;250;250;Bothnian Sea;x
1852;5;200;200;Gulf of Finland;x
1853;6;200;250;Svealand Coast;x
1854;7;220;250;Gulf of Riga;x
1855;8;250;250;Götaland Coast;x
1856;9;200;200;Öresund;x
1857;10;200;250;Kattegat;x
1858;11;220;250;Belùn;x
1859;30;145;125;Torontal;x
1860;37;201;201;Bass Strait;x
1861;14;200;250;Kara Sea;x
1862;15;220;250;White Sea;x
1863;16;250;250;Lofoten Sea;x
1864;17;200;200;Coast of the Fjords;x
1865;18;200;250;Ludovye Cheremisy;x
1866;19;220;250;Helgoland Bight;x
1867;20;250;250;Coast of Holland;x
1868;21;200;200;Coast of East Anglia;x
1869;22;200;250;Coast of Kent;x
1870;23;220;250;The Channel;x
1871;28;250;250;North Coast of Morocco;x
1872;29;200;200;Cantabrian Sea;x
1873;30;200;250;Coast of York;x
1874;31;220;250;Firth of Forth;x
1875;32;250;250;Great Fisher Bank;x
1876;33;200;200;Moray Firth;x
1877;34;200;250;North Channel;x
1878;35;220;250;Irish Sea;x
1879;36;250;250;Trondelag Coast;x
1880;37;200;200;Eastern Norwegian Basin;x
1881;38;200;250;Donegal Bay;x
1882;39;220;250;Celtic Sea;x
1883;40;250;250;Biscay Plain;x
1884;41;200;200;Finisterre Bay;x
1885;42;200;250;Lusitanian Sea;x
1886;43;220;250;Gulf of Cadiz;x
1887;44;250;250;Straits of Gibraltar;x
1888;45;200;200;Sea of Alboran;x
1889;46;200;250;Gulf of Valencia;x
1890;47;220;250;Gulf of Lyon;x
1891;48;250;250;Cote D'Azur;x
1892;49;200;200;Ligurian Sea;x
1893;50;200;250;Caucasian Coast;x
1894;51;220;250;Sea of Sardinia;x
1895;52;250;250;Barbary Coast;x
1896;53;200;200;Cape Bon;x
1897;54;200;250;Tyrrenean Sea;x
1898;55;220;250;Bay of Napoli;x
1899;56;250;250;Gulf of Gabes;x
1900;57;200;200;Malta Channel;x
1901;58;200;250;Straits of Messina;x
1902;59;220;250;Gulf of Venice;x
1903;60;250;250;Central Adriatic;x
1904;61;200;200;Straits of Otranto;x
1905;62;200;250;Gulf of Taranto;x
1906;63;220;250;Ionian Islands;x
1907;64;250;250;Gulf of Sirda;x
1908;65;200;200;Gulf of Tobruk;x
1909;66;200;250;Bay of Alexandria;x
1910;67;220;250;Palestinian Coast;x
1911;68;250;250;Gulf of Cyprus;x
1912;69;200;200;Sea of Crete;x
1913;70;200;250;Tracian Sea;x
1914;71;220;250;Sea of Marmara;x
1915;72;250;250;Gulf of Varna;x
1916;73;200;200;Gulf of Odessa;x
1917;74;200;250;Sea of Azov;x
1918;75;220;250;Pontic Coast;x
1919;24;250;250;Land's End;x
1920;77;200;200;Caspian Sea;x
1921;78;200;250;Aral Sea;x
1922;79;220;250;Gulf of Suez;x
1923;80;250;250;Massawa Channel;x
1924;81;200;200;Bab el Mandeb;x
1925;82;200;250;Coast of Yemen;x
1926;83;220;250;Coast of Dhofar;x
1927;84;250;250;Coast of Oman;x
1928;85;200;200;Straits of Hormuz;x
1929;86;200;250;Gulf of Basra;x
1930;87;220;250;Makran Coast;x
1931;88;250;250;Gulf of Gujarat;x
1932;89;200;200;Coast of Maharashtra;x
1933;90;200;250;Coast of Karnataka;x
1934;91;220;250;Comorin Cape;x
1935;92;250;250;Coast of Coromandel;x
1936;93;200;200;Coast of Orissa;x
1937;94;200;250;Ganges Delta;x
1938;95;220;250;Akyab Bay;x
1939;96;250;250;Irrawady Delta;x
1940;97;200;200;Coast of Andaman;x
1941;98;200;250;Mergui Archipelago;x
1942;99;220;250;Straits of Malacca;x
1943;100;250;250;Coast of Nicobar;x
1944;101;200;200;Coast of Atjeh;x
1945;102;200;250;Mentawai Strait;x
1946;103;220;250;Sunda Strait;x
1947;104;250;250;Coast of Java;x
1948;105;200;200;Lombok Strait;x
1949;106;200;250;Sawu Sea;x
1950;107;220;250;Timor Sea;x
1951;108;250;250;Flores Sea;x
1952;109;200;200;West Java Sea;x
1953;110;200;250;Straits of Makassar;x
1954;111;220;250;East Java Sea;x
1955;112;250;250;Natuna Sea;x
1956;113;200;200;Malay Coast;x
1957;114;200;250;Coast of Sarawk;x
1958;115;220;250;Mekong Delta;x
1959;116;250;250;Gulf of Siam;x
1960;117;200;200;Cam Ranh Bay;x
1961;118;200;250;Spratly Islands;x
1962;119;220;250;Coast of Palawan;x
1963;120;250;250;Coast of Annam;x
1964;121;200;200;Gulf of Tonkin;x
1965;122;200;250;Guangzhou Bay;x
1966;123;220;250;Taiwan Strait;x
1967;124;250;250;Yangtze Delta;x
1968;125;200;200;Haizhou Bay;x
1969;126;200;250;Korea Bay;x
1970;127;220;250;Tsushima Basin;x
1971;0;251;251;Tongjoson Bay;x
1972;1;201;201;Coast of Olga;x
1973;2;201;251;Tatar Straits;x
1974;3;221;251;Amur Estuary;x
1975;4;251;251;Bay of Ayan;x
1976;49;201;201;Coast of New Zealand;x
1977;6;201;251;Taui Bay;x
1978;7;221;251;Okhotsk Basin;x
1979;8;251;251;Coast of Sakhalin;x
1980;9;201;201;Soya Strait;x
1981;10;201;251;Tsugaru Strait;x
1982;11;221;251;Japan Basin;x
1983;12;251;251;Yamato Basin;x
1984;13;201;201;Seto Naikai;x
1985;14;201;251;Edo Bay;x
1986;15;221;251;Ryukyu Islands;x
1987;16;251;251;Luzon Strait;x
1988;17;201;201;Paracel Islands;x
1989;18;201;251;Manila Bay;x
1990;19;221;251;Coast of Luzon;x
1991;20;251;251;Gulf of Leyte;x
1992;21;201;201;Sulu Sea;x
1993;22;201;251;Molucca Sea;x
1994;23;221;251;Coast of Irian Jaya;x
1995;24;251;251;West Banda Sea;x
1996;25;201;201;Maguindanao Coast;x
1997;26;201;251;Palau Islands;x
1998;27;221;251;Biak Bay;x
1999;28;251;251;Bismarck Archipielago;x
2000;29;201;201;Western Solomon Sea;x
2001;30;201;251;Torres Strait;x
2002;31;221;251;Arafuam Sea;x
2003;32;251;251;Aru Sea;x
2004;33;201;201;Gulf of Carpentaria;x
2005;34;201;251;South Great Barrier Reef;x
2006;35;221;251;Brisbane Estuary;x
2007;36;251;251;Cape Howe;x
2008;53;201;201;Yangtse Jiang;x
2009;54;201;251;Vanuatu Islands;x
2010;55;221;251;Eastern Solomon Sea;x
2011;56;251;251;Nauru Island;x
2012;57;201;201;Chuuk & Pohnpei Islands;x
2013;58;201;251;Mariana Islands;x
2014;59;221;251;Eastern South Australian Basin;x
2015;60;251;251;Kyushu-Palau Ridge;x
2016;61;201;201;Ogasawara Islands;x
2017;62;201;251;Northwest Pacific Basin;x
2018;63;221;251;Kuril Trench;x
2019;64;251;251;South Kuril Islands;x
2020;65;201;201;Shelikhov Gulf;x
2021;39;221;251;Great Australian Bight;x
2022;40;251;251;Cape Leuwiin;x
2023;68;251;251;West Bering Strait;x
2024;69;201;201;Horn of Africa;x
2025;70;201;251;Coast of Pepper;x
2026;71;221;251;Zanzibar Strait;x
2027;72;251;251;Mahajanga Bay;x
2028;73;201;201;Diego Suarez Bay;x
2029;74;201;251;Western Arabian Basin;x
2030;75;221;251;Eastern Arabian Basin;x
2031;76;251;251;The Seychelles;x
2032;77;201;201;Coast of Tamatave;x
2033;78;201;251;The Mascareignes;x
2034;79;221;251;Gulf of Zambeze;x
2035;80;251;251;Bay of Maputo;x
2036;81;201;201;Coast of Transkei;x
2037;82;201;251;Coast of Ciskei;x
2038;83;221;251;Cape of Good Hope;x
2039;84;251;251;Coast of Namibia;x
2040;85;201;201;Coast of Angola;x
2041;86;201;251;Gulf of Kongo;x
2042;87;221;251;Coast of Cameroon;x
2043;88;251;251;Gulf of Nigeria;x
2044;89;201;201;Ivory Coast;x
2045;90;201;251;Gold Coast;x
2046;91;221;251;Grain Coast;x
2047;92;251;251;Coast of Guinea;x
2048;93;201;201;Mauretanian Coast;x
2049;94;201;251;Canarian Islands;x
2050;95;221;251;South Coast of Morocco;x
2051;96;251;251;Jan Mayen Island;x
2052;97;201;201;Western Norwegian Basin;x
2053;98;201;251;Jan Mayen Ridge;x
2054;99;221;251;Feroyar Coast;x
2055;100;251;251;Coast of Iceland;x
2056;101;201;201;Rokall Rise;x
2057;102;201;251;Kattegat;x
2058;103;221;251;Denmark Strait;x
2059;104;251;251;Eastern Coast of Greenland;x
2060;105;201;201;Western Coast of Greenland;x
2061;106;201;251;Labrador Strait;x
2062;107;221;251;Baffin Bay;x
2063;108;251;251;Hudson Straits;x
2064;109;201;201;James Bay;x
2065;48;105;45;Galapagos;x
2066;176;107;90;Nazca;x
2067;48;109;135;Vilcashuaman;x
2068;177;111;180;Cuzco;x
2069;49;113;225;Vilcabamba;x
2070;177;115;45;Mapuche;x
2071;49;117;90;Tocatins;x
2072;177;119;135;Goyaz;x
2073;49;121;180;Nanning;x
2074;177;123;225;Assurini;x
2075;50;125;45;Bakairi;x
2076;178;127;90;Aparai;x
2077;50;129;135;Waura;x
2078;178;131;180;Sicheng;x
2079;50;133;225;Tenharim;x
2080;178;135;45;Paumari;x
2081;50;137;90;Wai Wai;x
2082;179;139;135;Liuzhou;x
2083;51;141;180;Dali;x
2084;179;143;225;Sateré;x
2085;51;145;45;Dujun;x
2086;179;147;90;Pingle;x
2087;51;149;135;Kanamari;x
2088;179;151;180;Lobo;x
2089;52;153;225;Kotawaringin;x
2090;180;155;45;Sukadana;x
2091;52;157;90;Sarawak;x
2092;180;159;135;Sambas;x
2093;52;161;180;Samudera;x
2094;180;163;225;Dumai;x
2095;52;165;45;Siak;x
2096;181;167;90;Padang;x
2097;53;169;135;Toba;x
2098;181;171;180;Karo;x
2099;53;173;225;Riau;x
2100;181;175;45;Lahat;x
2101;53;177;90;Simeulue;x
2102;181;179;135;Nias;x
2103;54;181;180;Mentawai;x
2104;182;183;225;Madura;x
2105;54;185;45;Suarabaya;x
2106;182;187;90;Panaruca;x
2107;54;189;135;Priangan;x
2108;182;191;180;Kalapa;x
2109;54;193;225;Tegal;x
2110;183;195;45;Charabom;x
2111;55;197;90;Damo;x
2112;183;199;135;Multan;x
2113;55;201;180;Lahore;x
2114;183;203;225;Margalla;x
2115;55;205;45;Srinagar;x
2116;183;207;90;Baltistan;x
2117;56;209;135;Lianzhou;x
2118;184;211;180;Karashar;x
2119;56;213;225;Anxi;x
2120;184;215;45;Nyingchi;x
2121;56;217;90;Guangzhou;x
2122;184;219;135;Khams;x
2123;43;101;75;Whadjuk;x
2124;185;223;225;Melnik;x
2125;57;225;45;Zhenjiang;x
2126;185;227;90;Njunga;x
2127;57;229;135;Ceduna;x
2128;185;231;180;Dharug;x
2129;57;233;225;Nou-woo-ro;x
2130;185;235;45;Ku-ring-gai;x
2131;128;35;20;Yeppoon;x
2132;0;37;70;Yuibera;x
2133;128;39;120;Muluridji;x
2134;0;41;170;Kokominjena;x
2135;128;43;220;Wharr Ral Loonghu;x
2136;0;45;20;Larrakia;x
2137;129;47;70;Velbazhd;x
2138;1;49;120;Yarrie;x
2139;129;51;170;Karratha;x
2140;1;53;220;Wotjobaluk;x
2141;129;55;20;Taizhou;x
2142;1;57;70;Chuzhou;x
2143;129;59;120;Caucasus;x
2144;2;61;170;Chizhou;x
2145;130;63;220;Shaoxing;x
2146;2;65;20;Goonneeburra;x
2147;130;67;70;Changzhou;x
2148;2;69;120;Xuzhou;x
2149;130;71;170;Chuzhou;x
2150;2;73;220;Yingtian;x
2151;131;75;20;Oahu;x
2152;3;77;70;Saamod;x
2153;131;79;120;Sibilla;x
2154;3;81;170;Taymyr;x
2155;131;83;220;Mangazeya;x
2156;3;85;20;Sakha;x
2157;131;87;70;Evenkil;x
2158;4;89;120;Elyu-Ene;x
2159;132;91;170;Nehitaw;x
2160;4;93;220;Nehiyaw;x
2161;132;95;20;Ininiw;x
2162;4;97;70;Linzhao;x
2163;132;99;120;Delhi;x
2164;4;101;170;Ladoga;x
2165;133;103;220;Wayuu;x
2166;5;105;20;Quechuan;x
2167;133;107;70;Hovenweep;x
2168;5;109;120;Iyyu;x
2169;133;111;170;Misaskwatomina;x
2170;5;113;220;Hanzhong;x
2171;133;115;20;Tetonwan;x
2172;6;117;70;Yanktonai;x
2173;134;119;120;Tunica;x
2174;6;121;170;Mauvila;x
2175;134;123;220;Winyah;x
2176;6;125;20;Saponi;x
2177;134;127;70;Hackensack;x
2178;6;129;120;Chowanoc;x
2179;135;131;170;Walinakiak;x
2180;7;133;220;Memphremagog;x
2181;135;135;20;Albaamaha;x
2182;7;137;70;Sigenigteoag;x
2183;135;139;120;Wolastoqiyik;x
2184;137;39;70;Tillamuk;x
2185;9;41;120;Klallam;x
2186;137;43;170;Halcomelem;x
2187;10;45;220;Westfalen;x
2188;138;47;20;Klawak;x
2189;10;49;70;Eyak;x
2190;138;51;120;Athna;x
2191;10;53;170;Chugachigmiut;x
2192;138;55;220;Biafada;x
2193;10;57;20;Ogulmiut;x
2194;139;59;70;Bawol;x
2195;11;61;120;Absoraka;x
2196;139;63;170;Omamiwinini;x
2197;11;65;220;Sheshatshiu;x
2198;139;67;20;Tahontaenrat;x
2199;11;69;70;Haak'ooh;x
2200;139;71;120;Ahcolhuahcan;x
2201;12;73;170;Tlaxcallán;x
2202;140;75;220;Tepeyacac;x
2203;12;77;20;Mixtecapan;x
2204;140;79;70;Teotitlán;x
2205;12;81;120;Guiengola;x
2206;140;83;170;Xoconochco;x
2207;12;85;220;Totontepec;x
2208;141;87;20;Kaqchikel;x
2209;13;89;70;Chontalli;x
2210;141;91;120;Purvanchal;x
2211;13;93;170;Mandu;x
2212;141;95;220;Karnatakda;x
2213;13;97;20;Zamboango;x
2214;141;99;70;Kabisay-an;x
2215;14;101;120;Mindoro;x
2216;142;103;170;Luzon;x
2217;14;105;220;Cagayan;x
2218;142;107;20;Sine;x
2219;14;109;70;Urmia;x
2220;142;111;120;Mashad;x
2221;14;113;170;Syr Darya;x
2222;143;115;220;Xorazm;x
2223;15;117;20;Mujun-Kum;x
2224;143;119;70;Urfa;x
2225;15;121;120;Markazi;x
2226;143;123;170;Jammu;x
2227;15;125;220;Hamadan;x
2228;143;127;20;Deshtistan;x
2229;16;129;70;Gwadar;x
2230;144;131;120;Karbala;x
2231;16;133;170;Faryab;x
2232;144;135;220;Shymkent;x
2233;16;137;20;Gonghong;x
2234;144;139;70;Vendée;x
2235;16;141;120;Kúh-e-Ormuz;x
2236;145;143;170;Bucovina;x
2237;17;145;220;Cetinje;x
2238;145;147;20;Gallipoli;x
2239;17;149;70;Xainctonge;x
2240;145;151;120;Constentin;x
2241;17;153;170;Aristanis;x
2242;145;155;220;Castéddu;x
2243;18;157;20;Ahmadnagar;x
2244;146;159;70;Berar;x
2245;18;1;120;Puducherry;x
2246;146;3;170;Lu'an;x
2247;18;5;220;Datong;x
2248;146;7;20;Josotu;x
2249;18;9;70;Fengtian;x
2250;147;11;120;Yongzhou;x
2251;19;13;170;Yan'an;x
2252;147;15;220;Xi'an;x
2253;19;17;20;A-la-chan;x
2254;147;19;70;Ningxia;x
2255;19;21;120;Songpan;x
2256;147;23;170;Gongchang;x
2257;20;25;220;Ganzhou;x
2258;148;27;20;Tsaidam;x
2259;20;29;70;Yushu;x
2260;148;31;120;Tsinghai;x
2261;20;33;170;mNgaris;x
2262;148;35;220;gTsang;x
2263;20;37;20;Ü;x
2264;149;39;70;Amdo;x
2265;21;41;120;Chengde;x
2266;149;43;170;Jirim;x
2267;21;45;220;Ulaan Chab;x
2268;149;47;20;Alashan;x
2269;21;49;70;Barkol;x
2270;149;51;120;Khobdo;x
2271;22;53;170;Tannu Uriankhai;x
2272;150;55;220;Ningbo;x
2273;22;57;20;Jasaghtu;x
2274;150;59;70;Theodoro;x
2275;22;61;120;Szatmár;x
2276;150;63;170;Jeju;x
2277;22;65;220;Sagami;x
2278;151;67;20;Buzen;x
2279;23;69;70;Settsu;x
2280;151;71;120;Yamato;x
2281;23;73;170;Kii;x
2282;151;75;220;Ise;x
2283;23;77;20;Yamashiro;x
2284;151;79;70;Echizen;x
2285;24;81;120;Etchu;x
2286;152;83;170;Hida;x
2287;24;85;220;Owari;x
2288;152;87;20;Suruga;x
2289;24;89;70;Kai;x
2290;152;91;120;Shinano;x
2291;24;93;170;Echigo;x
2292;153;95;220;Shimotsuke;x
2293;25;97;20;Musashi;x
2294;153;99;70;Hitachi;x
2295;25;101;120;Iwashiro;x
2296;153;103;170;Rikuchu;x
2297;25;105;220;Mutsu;x
2298;153;107;20;Dewa;x
2299;26;109;70;Oshima;x
2300;154;111;120;Shiribeshi;x
2301;26;113;170;Gilyak;x
2302;154;115;220;Kuril;x
2303;26;117;20;Atayal;x
2304;154;119;70;Amis;x
2305;26;121;120;Hoanya;x
2306;155;123;170;Thonburi;x
2307;27;125;220;Guinne;x
2308;155;127;20;Beira Baixa;x
2309;27;129;70;Baixo Alentejo;x
2310;155;131;120;Cádiz;x
2311;27;133;170;Sevilla;x
2312;155;135;220;Toledo;x
2313;28;137;20;Valle de Amblés;x
2314;156;139;70;Marballa;x
2315;28;141;120;Kairwan;x
2316;156;143;170;Agadez;x
2317;28;145;220;Kautara;x
2318;156;147;20;Vijaya;x
2319;28;149;70;Roy Et;x
2320;157;151;120;Muang Phan;x
2321;29;153;170;Tak;x
2322;157;155;220;Lampang;x
2323;29;157;20;Chiang Hai;x
2324;157;159;70;Chiang Mai;x
2325;29;1;120;Son La;x
2326;157;3;170;Shunning;x
2327;30;5;220;Dawi Sámi;x
2328;158;7;20;Gilju;x
2329;30;9;70;Bro Dreger;x
2330;158;11;120;Evrecin;x
2331;30;13;170;Rethelois;x
2332;158;15;220;Charollois;x
2333;30;17;20;Scande;x
2334;159;19;70;Genève;x
2335;31;21;120;Valentines;x
2336;159;23;170;Puttalam;x
2337;31;25;220;Matakkalappu;x
2338;159;27;20;Hatun Colla;x
2339;31;29;70;Arequipa;x
2340;159;31;120;Chiquito;x
2341;32;33;170;Chuquipaya;x
2342;160;35;220;Tarapaca;x
2343;32;37;20;Paria;x
2344;160;39;70;Cochabamba;x
2345;32;41;120;Tupiza;x
2346;160;43;170;Caterpe;x
2347;32;45;220;Tilcara;x
2348;161;47;20;Qulla;x
2349;33;49;70;Copiapo;x
2350;161;51;120;Pucara;x
2351;33;53;170;Chiletico;x
2352;161;55;220;Mombasa;x
2353;33;57;20;Kimbrésis;x
2354;161;59;70;Champaigne;x
2355;34;61;120;Danzig;x
2356;162;63;170;Beauce;x
2357;34;65;220;Girgenti;x
2358;162;67;20;Menorca;x
2359;34;69;70;Basel;x
2360;162;71;120;Antwaerpe;x
2361;34;73;170;Montpesliers;x
2362;163;75;220;Blaisois;x
2363;35;77;20;Oost-Vlaendern;x
2364;163;79;70;Nameur;x
2365;35;81;120;Auxerrois;x
2366;163;83;170;Jura;x
2367;35;85;220;Zuyd-Braebant;x
2368;163;87;20;Osona;x
2369;36;89;70;Ponent;x
2370;164;91;120;Zuyd-Hollandt;x
2371;36;93;170;Cartagena;x
2372;164;95;220;Cremùna;x
2373;36;97;20;Durrës;x
2374;164;99;70;Kastrioti;x
2375;36;101;120;Székelyföld;x
2376;165;103;170;Severin;x
2377;37;105;220;Arges;x
2378;165;107;20;Braila;x
2379;37;109;70;Barlad;x
2380;165;111;120;Tulcea;x
2381;37;113;170;Karvuna;x
2382;165;115;220;Badin;x
2383;38;117;20;Obersteiermark;x
2384;166;119;70;Stajerska;x
2385;38;121;120;Bresse;x
2386;166;123;170;Essex;x
2387;38;125;220;Voden;x
2388;166;127;20;Sibenik;x
2389;38;129;70;Krajina;x
2390;167;131;120;Osijek;x
2391;39;133;170;Usora;x
2392;167;135;220;Hum;x
2393;39;137;20;Lang Son;x
2394;167;139;70;Mong Cai;x
2395;39;141;120;Thang Long;x
2396;167;143;170;Nghe An;x
2397;40;145;220;Amaravati;x
2398;168;147;20;Chelminskie;x
2399;40;149;70;Kaliskie;x
2400;168;151;120;Leczyckie;x
2401;40;153;170;Poznanskie;x
2402;168;155;220;Meztitlan;x
2403;40;157;20;Tzacapo;x
2404;169;159;70;Otompan;x
2405;41;1;120;Xilotepec;x
2406;169;3;170;Tolohcan;x
2407;41;5;220;Tlachco;x
2408;169;7;20;Huaxtepec;x
2409;41;9;70;Cholollan;x
2410;169;11;120;Xalco;x
2411;42;13;170;Tamactun;x
2412;170;15;220;Oxchuc;x
2413;42;17;20;Chiik Naab';x
2414;170;19;70;Ekab;x
2415;42;21;120;Tutul Xiu;x
2416;170;23;170;Tolupan;x
2417;42;25;220;Psay Dek;x
2418;171;27;20;Bo Chinh;x
2419;43;29;70;Lam Binh;x
2420;171;31;120;Phetchaburi;x
2421;43;33;170;Suphanburi;x
2422;171;35;220;Phitsanulok;x
2423;43;37;20;Hapinachai;x
2424;171;39;70;Kengtong;x
2425;44;41;120;Pyay;x
2426;172;43;170;Dagon;x
