province;red;green;blue;
6611;191;68;72;Reserved - Indonesia Wastes
6612;191;142;59;Reserved - Indonesia Wastes
6613;59;83;191;Reserved - Indonesia Wastes
6614;97;191;100;Reserved - Indonesia Wastes
6615;191;102;66;Reserved - Indonesia Wastes
6616;87;78;191;Reserved - Indonesia Wastes
6617;120;190;191;Reserved - Indonesia Wastes
6618;124;62;41;Reserved - Indonesia Wastes
6619;100;21;124;Reserved - Indonesia Wastes
6620;57;32;124;Reserved - Indonesia Wastes
6621;124;23;104;Reserved - Indonesia Wastes
6622;108;124;41;Reserved - Indonesia Wastes
6623;185;214;70;Reserved - Indonesia Wastes
6624;65;124;211;Reserved - Indonesia Wastes
6625;211;88;183;Reserved - Indonesia Wastes
6626;107;211;123;Reserved - Indonesia Wastes
6627;91;93;211;Reserved - Indonesia Wastes
6628;209;204;81;Reserved - Indonesia Wastes
6629;135;206;109;Reserved - Indonesia Wastes
6630;113;206;180;Reserved - Indonesia Wastes
6631;173;152;206;Reserved - Indonesia Wastes
6632;206;121;121;Reserved - Indonesia Wastes
6633;206;200;95;Reserved - Indonesia Wastes
6634;206;51;37;Reserved - Indonesia Wastes
6635;206;148;55;Reserved - Indonesia Wastes
6636;200;206;33;Reserved - Indonesia Wastes
6637;206;76;206;Reserved - Indonesia Wastes
6638;64;94;206;Reserved - Indonesia Wastes
6639;68;181;206;Reserved - Indonesia
6640;115;66;206;Reserved - Indonesia Wastes
6641;124;204;158;Reserved - Indonesia Wastes
6642;140;154;206;Reserved - Indonesia Wastes
6643;77;51;206;Reserved - Indonesia Wastes
6644;206;47;116;Reserved - Indonesia Wastes
6645;61;89;204;Reserved - Indonesia Wastes
6646;56;14;49;Reserved - Indonesia Wastes
6647;21;21;53;Reserved - Indonesia Wastes
6648;201;48;61;Reserved - Indonesia Wastes
6649;198;83;173;Reserved - Indonesia Wastes
6650;161;47;198;Reserved - Indonesia Wastes
6651;209;126;87;Reserved - Indonesia Wastes
6652;170;224;196;Reserved - Indonesia Wastes
6653;181;116;224;Reserved - Indonesia Wastes
6654;224;92;69;Reserved - Indonesia Wastes
6655;170;170;66;Reserved - Indonesia
6656;255;102;150;Reserved - Indonesia Wastes
6657;255;156;81;Reserved - Indonesia Wastes
6658;251;255;63;Reserved - Indonesia Wastes
6659;255;68;140;Reserved - Indonesia
6660;255;250;127;Reserved - Indonesia Wastes
6661;21;124;66;Reserved - Indonesia Wastes
6662;124;21;17;Reserved - Indonesia Wastes
6663;92;255;63;Reserved - Indonesia Wastes
6664;191;94;87;Reserved - Indonesia Wastes
6665;105;135;191;Reserved - Indonesia
6666;191;109;117;Reserved - Indonesia Wastes
6667;191;110;188;Reserved - Indonesia Wastes
6668;191;103;89;Reserved - Indonesia Wastes
6669;191;59;149;Reserved - Indonesia Wastes
6670;191;135;86;Reserved - Indonesia Wastes
6671;99;191;159;Reserved - Indonesia Wastes
6672;191;68;148;Reserved - Indonesia Wastes
6673;191;115;91;Reserved - Indonesia Wastes
6674;106;191;80;Reserved - Indonesia Wastes
6675;191;191;80;Reserved - Indonesia Wastes
6676;191;76;158;Reserved - Indonesia Wastes
6677;149;112;191;Reserved - Indonesia Wastes
6678;188;180;116;Reserved - Indonesia Wastes
6679;188;158;83;Reserved - Indonesia Wastes
6680;255;95;84;Reserved - Indonesia Wastes
6681;255;237;122;Reserved - Indonesia Wastes
6682;255;107;109;Reserved - Indonesia Wastes
6683;104;255;179;Reserved - Indonesia Wastes
6684;255;215;71;Reserved - Indonesia Wastes
6685;234;255;249;Reserved - Indonesia Wastes
6686;188;255;165;Reserved - Indonesia Wastes
6687;255;198;30;Reserved - Indonesia Wastes
6688;107;255;136;Reserved - Indonesia Wastes
6689;54;127;85;Reserved - Indonesia Wastes
6690;127;85;67;Reserved - Indonesia Wastes
6691;81;127;106;Reserved - Indonesia Wastes
6692;100;86;124;Reserved - Indonesia Wastes
6693;124;59;103;Reserved - Indonesia Wastes
6694;124;41;45;Reserved - Indonesia Wastes
6695;120;124;72;Reserved - Indonesia Wastes
6696;255;225;186;Reserved - Indonesia Wastes
6697;173;255;107;Reserved - Indonesia Wastes
6698;255;195;76;Reserved - Indonesia Wastes
6699;150;255;124;Reserved - Indonesia Wastes
6700;255;194;81;Reserved - Indonesia Wastes
6701;84;124;255;Reserved - Indonesia Wastes
6702;114;255;112;Reserved - Indonesia Wastes
6703;31;124;57;Reserved - Philippines
6704;255;68;155;Reserved - Borneo
6705;46;124;61;Reserved - Borneo
6706;178;255;107;Reserved - Borneo
6707;255;68;239;Reserved - Borneo
6708;255;239;211;Reserved - Indonesia Wastes
6709;215;84;255;Reserved - Australia
6710;226;255;244;Reserved - Australia
6711;114;255;166;Reserved - Australia
6712;160;255;102;Reserved - Australia
6713;87;255;81;Reserved - Australia
6714;87;255;81;Reserved - Australia
6715;255;99;127;Reserved - Australia
6716;255;197;112;Reserved - Australia
6717;255;71;58;Reserved - Australia
6718;178;230;255;Reserved - Australia
6719;255;43;82;Reserved - Australia
6720;165;255;188;Reserved - Australia
6721;255;43;82;Reserved - Australia
6722;232;255;66;Reserved - Australia
6723;150;162;255;Reserved - Australia
6724;106;86;255;Reserved - Australia
6725;255;68;180;Reserved - Australia
6726;255;184;33;Reserved - New Zealand
6727;102;255;145;Reserved - New Zealand Wastes
6728;255;153;102;Reserved - New Zealand Wastes
6729;50;255;84;Reserved - New Zealand Wastes
6730;170;173;255;Reserved - New Zealand Wastes
6731;142;183;255;Reserved - New Zealand Wastes
6732;255;73;224;Reserved - New Zealand Wastes
6733;82;165;96;Reserved - New Zealand Wastes
6734;165;81;102;Reserved - New Zealand Wastes
6735;150;165;164;Reserved - New Zealand Wastes
6736;68;64;170;Reserved - Australia Wastes
6737;107;132;170;Reserved - Australia Wastes
6738;96;170;87;Reserved - Australia Wastes
6739;125;170;58;Reserved - Australia Wastes
6740;229;232;222;Reserved - Australia Wastes
6741;113;149;232;Reserved - Australia Wastes
6742;232;215;174;Reserved - Australia Wastes
6743;232;95;113;Reserved - Australia Wastes
6744;112;229;120;Reserved - Australia Wastes
6745;123;164;229;Reserved - Australia Wastes
6746;229;177;121;Reserved - Australia Wastes
6747;229;87;189;Reserved - Australia Wastes
6748;117;229;222;Reserved - Australia Wastes
6749;218;255;127;Reserved - Australia Wastes
6750;226;134;72;Reserved - Australia Wastes
6751;127;89;70;Reserved - Australia Wastes
6752;255;117;128;Reserved - Australia Wastes
6753;117;172;255;Reserved - China
6754;245;255;163;Reserved - China
6755;255;86;187;Reserved - China Wastes
6756;214;244;255;Reserved - China Wastes
6757;255;145;172;Reserved - China Wastes
6758;102;117;255;Reserved - China Wastes
6759;255;208;173;Reserved - China Wastes
6760;157;140;255;Reserved - China Wastes
6761;34;30;255;Reserved - China Wastes
6762;127;252;255;Reserved - China Wastes
6763;255;108;50;Reserved - China Wastes
6764;255;104;217;Reserved - China Wastes
6765;255;87;79;Reserved - China Wastes
6766;99;255;205;Reserved - China Wastes
6767;130;255;99;Reserved - China Wastes
6768;255;133;114;Reserved - China Wastes
6769;255;56;62;Reserved - China Wastes
6770;255;206;142;Reserved - China Wastes
6771;255;15;7;Reserved - China Wastes
6772;98;255;63;Reserved - China Wastes
6773;255;53;83;Reserved - China Wastes
6774;17;255;65;Reserved - China Wastes
6775;255;107;107;Reserved - China Wastes
6776;228;255;209;Reserved - China Wastes
6777;255;55;48;Reserved - China Wastes
6778;170;255;137;Reserved - China Wastes
6779;255;102;114;Reserved - Australia
6780;43;12;17;Reserved - Australia
6781;31;40;20;Reserved - Australia
6782;255;106;84;Reserved - Australia
6783;173;255;207;Reserved - Australia
6784;255;50;57;Reserved - Australia
6785;145;23;25;Reserved - Australia
6786;117;30;18;Reserved - Australia Wastes
6787;255;235;219;Reserved - China Wastes
6788;100;147;104;Reserved - Australia
6789;145;36;61;Reserved - Australia Wastes
6790;122;52;58;Reserved - Australia Wastes
6791;122;84;41;Reserved - Australia Wastes
6792;126;88;145;Reserved - Australia Wastes
6793;79;145;103;Reserved - Australia
6794;124;33;24;Reserved - Australia Wastes
6795;247;255;178;Reserved - Australia
6796;102;142;64;Reserved - Australia Wastes
6797;69;142;71;Reserved - Australia Wastes
6798;142;60;54;Reserved - Australia Wastes
6799;100;142;89;Reserved - Australia Wastes
6800;181;171;90;Reserved - Papua
6801;65;181;109;Reserved - Papua
6802;255;71;227;Reserved - Papua
6803;91;197;255;Reserved - Papua
6804;255;108;45;Reserved - Papua
6805;52;52;56;Reserved - Papua
6806;119;156;183;Reserved - Papua
6807;118;234;100;Reserved - Papua
6808;237;145;109;Reserved - Papua
6809;255;227;158;Reserved - Papua
6810;104;255;134;Reserved - Papua
6811;255;128;10;Reserved - Papua
6812;73;255;131;Reserved - Papua
6813;170;237;200;Reserved - Papua Wastes
6814;101;73;255;Reserved - Papua Wastes
6815;247;109;255;Reserved - Papua Wastes
6816;183;255;150;Reserved - Papua Wastes
6817;170;184;255;Reserved - Papua Wastes
6818;255;233;137;Reserved - Papua Wastes
6819;147;221;255;Reserved - Papua Wastes
6820;255;189;109;Reserved - Papua Wastes
6821;136;96;255;Reserved - Papua Wastes
6822;173;130;255;Reserved - Papua Wastes
6823;119;128;255;Reserved - Papua Wastes
6824;119;255;171;Reserved - Papua Wastes
6825;94;209;171;Reserved - Papua Wastes
6826;255;10;104;Reserved - Papua Wastes
6827;247;255;135;Reserved - Papua Wastes
6828;159;234;179;Reserved - Papua Wastes
6829;148;201;232;Reserved - Papua Wastes
6830;232;69;104;Reserved - Papua Wastes
6831;229;75;206;Reserved - Papua Wastes
6832;213;229;165;Reserved - Papua Wastes
6833;229;141;100;Reserved - Papua Wastes
6834;229;41;100;Reserved - Papua Wastes
6835;157;229;128;Reserved - Papua Wastes
6836;229;107;105;Reserved - Papua Wastes
6837;229;66;99;Reserved - Papua Wastes
6838;163;255;190;Reserved - Papua Wastes
6839;245;119;137;Reserved - Papua Wastes
6840;186;249;255;Reserved - Papua Wastes
6841;255;183;181;Reserved - Papua Wastes
6842;211;255;224;Reserved - Papua Wastes
6843;255;181;235;Reserved - Papua Wastes
6844;255;153;127;Reserved - Papua Wastes
6845;255;218;96;Reserved - Papua Wastes
6846;255;218;96;Reserved - Papua Wastes
6847;170;109;255;Reserved - Papua Wastes
6848;255;211;173;Reserved - Papua Wastes
6849;153;137;255;Reserved - Oceania Wastes
6850;208;109;255;Reserved - Oceania Wastes
6851;190;186;255;Reserved - Indonesia Wastes
6852;255;117;183;Reserved - Indonesia Wastes
6853;255;79;228;Reserved - Indonesia Wastes
6854;168;255;179;Reserved - Indonesia Wastes
6855;255;40;133;Reserved - Korea Wastes
6856;255;181;203;Reserved - Oceania Wastes
6857;148;99;255;Reserved - Oceania Wastes
6858;255;206;150;Reserved - Indonesia Wastes
6859;201;186;255;Reserved - Indonesia Wastes
6860;206;97;237;Reserved - Papua Wastes
6861;255;163;132;Reserved - Papua Wastes
6862;87;175;111;Reserved - Papua
6863;87;175;82;Reserved - Philippines
6864;127;136;255;Reserved - Philippines
6865;109;175;255;Reserved - Philippines
6866;142;204;255;Reserved - China
6867;255;132;153;Reserved - China Wastes
6868;242;255;150;Reserved - China Wastes
6869;255;72;35;Reserved - China Wastes
6870;255;142;206;Reserved - China Wastes
6871;255;239;99;Reserved - China Wastes
6872;255;95;71;Reserved - China Wastes
6873;218;255;155;Reserved - China Wastes
6874;226;152;54;Reserved - China Wastes
6875;229;92;80;Reserved - China Wastes
6876;110;229;120;Reserved - China Wastes
6877;156;178;101;Reserved - China Wastes
6878;181;133;61;Reserved - China Wastes
6879;137;181;85;Reserved - China Wastes
6880;139;133;181;Reserved - China Wastes
6881;171;181;81;Reserved - China
6882;128;178;83;Reserved - China Wastes
6883;178;89;69;Reserved - China Wastes
6884;156;178;83;Reserved - China Wastes
6885;178;85;42;Reserved - China Wastes
6886;172;178;57;Reserved - China Wastes
6887;178;52;26;Reserved - China Wastes
6888;167;178;69;Reserved - China Wastes
6889;69;178;124;Reserved - China Wastes
6890;88;82;175;Reserved - China Wastes
6891;175;116;123;Reserved - China Wastes
6892;175;169;77;Reserved - China Wastes
6893;255;162;86;Reserved - China Wastes
6894;255;148;130;Reserved - China Wastes
6895;155;255;225;Reserved - China Wastes
6896;224;130;214;Reserved - China Wastes
6897;103;224;188;Reserved - China Wastes
6898;117;224;112;Reserved - China Wastes
6899;224;208;172;Reserved - China Wastes
6900;255;195;84;Reserved - China Wastes
6901;185;136;224;Reserved - China Wastes
6902;185;136;224;Reserved - China Wastes
6903;255;226;228;Reserved - China Wastes
6904;224;62;87;Reserved - China Wastes
6905;35;224;105;Reserved - China Wastes
6906;119;224;100;Reserved - China Wastes
6907;83;219;81;Reserved - China Wastes
6908;210;219;118;Reserved - China Wastes
6909;219;66;63;Reserved - China Wastes
6910;182;255;178;Reserved - China Wastes
6911;76;255;79;Reserved - China Wastes
6912;255;182;142;Reserved - China Wastes
6913;91;255;99;Reserved - China Wastes
6914;117;175;75;Reserved - China Wastes
6915;175;49;78;Reserved - China Wastes
6916;105;175;77;Reserved - China Wastes
6917;173;168;74;Reserved - China Wastes
6918;170;42;46;Reserved - China Wastes
6919;201;61;56;Reserved - China Wastes
6920;201;156;108;Reserved - China Wastes
6921;135;72;75;Reserved - China Wastes
6922;66;135;69;Reserved - China Wastes
6923;132;26;18;Reserved - China Wastes
6924;50;132;47;Reserved - China Wastes
6925;132;60;43;Reserved - China Wastes
6926;100;130;41;Reserved - China Wastes
6927;127;93;62;Reserved - China Wastes
6928;123;127;47;Reserved - China Wastes
6929;48;127;33;Reserved - China Wastes
6930;127;81;48;Reserved - China Wastes
6931;127;47;56;Reserved - China Wastes
6932;48;113;127;Reserved - China Wastes
6933;53;127;65;Reserved - China Wastes
6934;127;115;56;Reserved - China Wastes
6935;127;73;51;Reserved - China Wastes
6936;124;71;90;Reserved - China Wastes
6937;124;121;12;Reserved - China Wastes
6938;78;124;62;Reserved - China Wastes
6939;124;117;68;Reserved - China Wastes
6940;71;124;32;Reserved - China Wastes
6941;124;106;51;Reserved - China Wastes
6942;122;63;48;Reserved - China Wastes
6943;59;122;122;Reserved - China Wastes
6944;122;93;55;Reserved - China Wastes
6945;122;48;53;Reserved - China Wastes
6946;50;122;82;Reserved - China Wastes
6947;74;122;46;Reserved - China Wastes
6948;119;103;50;Reserved - China Wastes
6949;255;212;94;Reserved - China Wastes
6950;176;255;91;Reserved - China Wastes
6951;201;255;205;Reserved - China Wastes
6952;201;255;205;Reserved - China Wastes
6953;104;227;255;Reserved - China Wastes
6954;255;163;71;Reserved - China Wastes
6955;221;255;168;Reserved - China Wastes
6956;221;255;109;Reserved - China Wastes
6957;255;58;91;Reserved - China Wastes
6958;178;248;255;Reserved - China Wastes
6959;220;255;160;Reserved - China Wastes
6960;241;255;163;Reserved - China Wastes
6961;130;255;148;Reserved - China Wastes
6962;163;255;102;Reserved - China Wastes
6963;211;255;237;Reserved - China Wastes
6964;255;85;66;Reserved - China Wastes
6965;247;236;143;Reserved - China Wastes
6966;163;216;247;Reserved - China Wastes
6967;157;247;108;Reserved - China Wastes
6968;247;143;24;Reserved - China Wastes
6969;118;247;116;Reserved - China Wastes
6970;247;163;66;Reserved - China Wastes
6971;129;247;86;Reserved - China Wastes
6972;175;188;101;Reserved - China Wastes
6973;222;226;106;Reserved - China Wastes
6974;226;132;97;Reserved - China Wastes
6975;167;226;149;Reserved - China Wastes
6976;81;226;88;Reserved - China Wastes
6977;226;79;65;Reserved - China Wastes
6978;128;226;115;Reserved - China Wastes
6979;224;185;130;Reserved - China Wastes
6980;99;255;138;Reserved - China Wastes
6981;255;222;79;Reserved - China Wastes
6982;225;112;174;Reserved - China Wastes
6983;208;255;132;Reserved - China Wastes
6984;255;221;112;Reserved - China Wastes
6985;140;118;60;Reserved - China Wastes
6986;125;140;100;Reserved - China Wastes
6987;127;147;106;Reserved - China Wastes
6988;232;185;85;Reserved - Japan Wastes
6989;1;232;146;Reserved - Japan Wastes
6990;110;229;110;Reserved - Japan Wastes
6991;229;115;100;Reserved - Japan Wastes
6992;85;142;138;Reserved - Japan Wastes
6993;142;117;95;Reserved - Japan Wastes
6994;116;78;45;Reserved - Japan Wastes
6995;117;101;48;Reserved - Japan Wastes
6996;89;142;82;Reserved - Japan Wastes
6997;141;142;108;Reserved - Korea Wastes
6998;140;140;65;Reserved - Korea Wastes
6999;78;140;79;Reserved - Korea Wastes
7000;140;113;46;Reserved - Korea Wastes
7001;140;71;74;Reserved - Korea Wastes
7002;175;248;255;Reserved - China Wastes
7003;229;205;100;Reserved - China Wastes
7004;255;112;174;Reserved - China Wastes
7005;255;196;109;Reserved - China Wastes
7006;177;255;132;Reserved - China Wastes
7007;157;193;98;Reserved - China Wastes
7008;201;219;171;Reserved - Burma Wastes
7009;234;133;107;Reserved - Burma Wastes
7010;175;116;232;Reserved - Burma Wastes
7011;97;100;119;Reserved - Sumatra
7012;155;255;150;Reserved - China
7013;76;145;201;Reserved - Burma
7014;255;248;175;Reserved - China Wastes
7015;218;255;209;Reserved - China Wastes
7016;254;252;255;Reserved - Burma Wastes
7017;192;255;137;Reserved - Burma Wastes
7018;255;222;193;Reserved - Burma Wastes
7019;255;181;132;Reserved - Burma Wastes
7020;226;255;124;Reserved - Burma Wastes
7021;159;255;99;Reserved - Burma
7022;255;141;35;Reserved - Burma
7023;87;209;85;Reserved - Burma
7024;209;135;190;Reserved - Burma
7025;255;243;204;Reserved - Burma
7026;168;255;244;Reserved - Burma
7027;255;170;73;Reserved - Burma
7028;206;193;185;Reserved - Burma
7029;196;198;127;Reserved - Burma
7030;247;255;250;Reserved - Burma Wastes
7031;206;76;37;Reserved - Burma
7032;43;28;117;Reserved - Burma Wastes
7033;222;224;121;Reserved - China Wastes
7034;117;116;90;Reserved - China
7035;83;117;98;Reserved - China Wastes
7036;145;108;29;Reserved - Burma
7037;214;149;111;Reserved - CA Wastes
7038;89;64;41;Reserved - CA Wastes
7039;113;214;170;Reserved - CA
7040;195;211;129;Reserved - CA
7041;64;68;47;Reserved - CA Wastes
7042;175;49;76;Reserved - CA Wastes
7043;213;255;150;Reserved - CA
7044;66;68;30;Reserved - CA
7045;240;255;76;Reserved - Tibet
7046;255;82;43;Reserved - Tibet
7047;255;233;112;Reserved - Tibet
7048;255;153;50;Reserved - Tibet
7049;219;255;114;Reserved - Tibet
7050;255;153;50;Reserved - Tibet
7051;119;255;119;Reserved - Tibet
7052;212;255;196;Reserved - Tibet
7053;255;194;186;Reserved - Tibet
7054;158;255;89;Reserved - Tibet
7055;135;255;175;Reserved - Tibet
7056;82;127;70;Reserved - Tibet
7057;77;124;83;Reserved - Kashmir
7058;88;124;48;Reserved - Kashmir
7059;124;96;77;Reserved - Tibet
7060;219;187;129;Reserved - Tibet
7061;219;63;63;Reserved - CA Wastes
7062;219;205;182;Reserved - CA Wastes
7063;69;99;61;Reserved - Tibet Wastes
7064;59;99;80;Reserved - Tibet Wastes
7065;46;99;41;Reserved - Tibet Wastes
7066;176;204;67;Reserved - Tibet Wastes
7067;204;173;188;Reserved - Tibet Wastes
7068;204;204;126;Reserved - Tibet Wastes
7069;204;126;132;Reserved - Tibet Wastes
7070;204;193;126;Reserved - Tibet Wastes
7071;175;65;76;Reserved - Tibet Wastes
7072;80;175;149;Reserved - Tibet Wastes
7073;175;152;66;Reserved - Tibet Wastes
7074;175;59;129;Reserved - Tibet Wastes
7075;219;46;66;Reserved - Tibet Wastes
7076;126;219;125;Reserved - Tibet Wastes
7077;219;141;63;Reserved - Tibet Wastes
7078;166;219;175;Reserved - Tibet Wastes
7079;173;161;72;Reserved - Tibet Wastes
7080;153;173;104;Reserved - Tibet Wastes
7081;240;255;178;Reserved - Tibet Wastes
7082;103;255;53;Reserved - Tibet Wastes
7083;255;225;91;Reserved - Tibet Wastes
7084;255;161;94;Reserved - Tibet Wastes
7085;168;255;168;Reserved - Tibet Wastes
7086;159;135;255;Reserved - Tibet Wastes
7087;255;104;132;Reserved - Tibet Wastes
7088;165;255;109;Reserved - Tibet Wastes
7089;255;159;124;Reserved - Tibet Wastes
7090;122;153;255;Reserved - Tibet Wastes
7091;255;104;122;Reserved - Tibet Wastes
7092;225;130;255;Reserved - Tibet Wastes
7093;255;130;81;Reserved - Tibet Wastes
7094;190;255;107;Reserved - Tibet Wastes
7095;173;241;255;Reserved - Tibet Wastes
7096;255;147;231;Reserved - Tibet Wastes
7097;197;255;173;Reserved - Tibet Wastes
7098;255;212;96;Reserved - Tibet Wastes
7099;255;122;230;Reserved - Tibet Wastes
7100;255;228;81;Reserved - Tibet Wastes
7101;102;26;27;Reserved - CA Wastes
7102;149;175;116;Reserved - CA
7103;57;46;173;Reserved - CA Wastes
7104;211;231;255;Reserved - CA Wastes
7105;255;132;177;Reserved - CA Wastes
7106;240;255;130;Reserved - CA Wastes
7107;59;127;126;Reserved - CA Wastes
7108;59;62;124;Reserved - CA Wastes
7109;108;91;135;Reserved - CA Wastes
7110;131;255;127;Reserved - CA Wastes
7111;249;128;94;Reserved - Kashmir
7112;224;213;118;Reserved - Tibet
7113;89;94;41;Reserved - Tibet
7114;76;255;180;Reserved - Tibet Wastes
7115;10;38;11;Reserved - Tibet Wastes
7116;226;253;255;Reserved - Tibet Wastes
7117;116;198;99;Reserved - Tibet Wastes
7118;128;102;186;Reserved - Tibet Wastes
7119;226;198;95;Reserved - CA Wastes
7120;84;165;148;Reserved - CA Wastes
7121;224;105;139;Reserved - CA Wastes
7122;54;226;103;Reserved - CA
7123;219;161;151;Reserved - Tibet Wastes
7124;173;167;121;Reserved - Nepal Wastes
7125;173;150;116;Reserved - Nepal Wastes
7126;124;90;39;Reserved - Tibet Wastes
7127;122;26;24;Reserved - Tibet Wastes
7128;124;114;87;Reserved - CA Wastes
7129;137;109;53;Reserved - CA
7130;137;137;53;Reserved - CA
7131;225;226;224;Reserved - CA Wastes
7132;60;63;48;Reserved - CA
7133;139;166;224;Reserved - CA Wastes
7134;211;97;148;Reserved - CA
7135;139;166;224;Reserved - CA Wastes
7136;84;86;33;Reserved - CA
7137;86;36;35;Reserved - Mongolia
7138;101;137;111;Reserved - Mongolia
7139;137;133;56;Reserved - Mongolia
7140;137;20;44;Reserved - Mongolia
7141;137;89;66;Reserved - Mongolia
7142;137;67;99;Reserved - Mongolia
7143;133;137;96;Reserved - Mongolia Wastes
7144;137;102;96;Reserved - CA Wastes
7145;137;126;72;Reserved - CA Wastes
7146;137;64;49;Reserved - CA Wastes
7147;129;129;137;Reserved - Mongolia Wastes
7148;137;23;25;Reserved - CA 
7149;224;78;134;Reserved - Steppe
7150;224;149;35;Reserved - Steppe
7151;224;222;217;Reserved - Steppe
7152;181;224;94;Reserved - Steppe
7153;224;92;125;Reserved - Steppe
7154;71;104;224;Reserved - Steppe
7155;224;217;219;Reserved - Steppe
7156;224;146;20;Reserved - Steppe
7157;189;33;224;Reserved - Steppe
7158;200;224;96;Reserved - Steppe
7159;224;40;58;Reserved - Steppe
7161;215;224;136;Reserved - Steppe
7162;224;120;83;Reserved - Steppe
7163;122;111;73;Reserved - Steppe
7164;122;67;66;Reserved - Steppe Wastes
7165;122;63;103;Reserved - Steppe Wastes
7166;122;61;57;Reserved - Steppe Wastes
7167;122;117;58;Reserved - Steppe Wastes
7168;122;48;58;Reserved - Steppe Wastes
7169;72;122;59;Reserved - Steppe Wastes
7170;183;101;99;Reserved - Steppe Wastes
7171;183;80;132;Reserved - Steppe Wastes
7172;86;157;183;Reserved - Steppe River
7173;133;252;222;Reserved - Steppe River
7174;255;254;206;Reserved - Steppe
7175;255;209;117;Reserved - India
7176;253;255;198;Reserved - India
7177;255;224;86;Reserved - India
7178;255;79;125;Reserved - India
7179;138;255;71;Reserved - India
7180;255;104;149;Reserved - India
7181;150;255;112;Reserved - India
7182;255;163;50;Reserved - India
7183;197;255;175;Reserved - India
7184;229;255;104;Reserved - India
7185;248;255;214;Reserved - India
7186;85;76;255;Reserved - India
7187;118;84;255;Reserved - India
7188;89;255;71;Reserved - India
7189;255;98;71;Reserved - India
7190;122;255;99;Reserved - India
7191;66;245;255;Reserved - India
7192;197;255;140;Reserved - India
7193;230;158;255;Reserved - India
7194;255;214;119;Reserved - India
7195;219;192;146;Reserved - India
7196;216;111;82;Reserved - India
7197;216;121;210;Reserved - India
7198;255;214;119;Reserved - India
7199;63;216;58;Reserved - India
7200;255;114;86;Reserved - India Wastes
7201;170;255;124;Reserved - India Wastes
7202;255;209;196;Reserved - India Wastes
7203;102;255;91;Reserved - India Wastes
7204;217;255;168;Reserved - India Wastes
7205;255;163;180;Reserved - India Wastes
7206;197;112;255;Reserved - India Wastes
7207;255;91;235;Reserved - India Wastes
7208;164;255;112;Reserved - India Wastes
7209;255;251;66;Reserved - India Wastes
7210;234;81;255;Reserved - India Wastes
7211;255;211;53;Reserved - India Wastes
7212;220;255;168;Reserved - India Wastes
7213;222;117;255;Reserved - India Wastes
7214;255;255;99;Reserved - India Wastes
7215;255;242;248;Reserved - India Wastes
7216;28;255;43;Reserved - India Wastes
7217;255;155;196;Reserved - India Wastes
7218;135;117;255;Reserved - India Wastes
7219;221;240;255;Reserved - India Wastes
7220;255;107;119;Reserved - India Wastes
7221;94;255;190;Reserved - India Wastes
7222;179;255;99;Reserved - India Wastes
7223;255;150;227;Reserved - India Wastes
7224;230;255;178;Reserved - India Wastes
7225;45;255;126;Reserved - India Wastes
7226;255;48;55;Reserved - India Wastes
7227;206;122;255;Reserved - India Wastes
7228;255;247;96;Reserved - India Wastes
7229;188;255;140;Reserved - India Wastes
7230;109;255;177;Reserved - India Wastes
7231;221;255;130;Reserved - India Wastes
7232;255;71;92;Reserved - India Wastes
7233;165;109;255;Reserved - India Wastes
7234;255;127;104;Reserved - India Wastes
7235;112;114;255;Reserved - India Wastes
7236;255;143;63;Reserved - India Wastes
7237;255;135;231;Reserved - India Wastes
7238;226;39;36;Reserved - India Wastes
7239;168;176;224;Reserved - India Wastes
7240;160;224;123;Reserved - India Wastes
7241;234;224;222;Reserved - India Wastes
7242;67;224;114;Reserved - India Wastes
7243;172;224;76;Reserved - India Wastes
7244;224;136;121;Reserved - India Wastes
7245;255;187;119;Reserved - India Wastes
7246;132;224;71;Reserved - India Wastes
7247;221;66;105;Reserved - India Wastes
7248;219;173;57;Reserved - India Wastes
7249;85;219;101;Reserved - India Wastes
7250;219;172;52;Reserved - India Wastes
7251;219;79;63;Reserved - India Wastes
7252;219;157;59;Reserved - India Wastes
7253;219;26;48;Reserved - India Wastes
7254;135;87;219;Reserved - India Wastes
7255;98;219;191;Reserved - India Wastes
7256;219;112;85;Reserved - India Wastes
7257;206;160;219;Reserved - India Wastes
7258;206;160;219;Reserved - India Wastes
7259;180;216;177;Reserved - India Wastes
7260;216;80;123;Reserved - India Wastes
7261;216;210;158;Reserved - India Wastes
7262;63;49;216;Reserved - India Wastes
7263;105;244;112;Reserved - India Wastes
7264;244;153;137;Reserved - India Wastes
7265;129;244;141;Reserved - India Wastes
7266;213;186;244;Reserved - India Wastes
7267;242;172;138;Reserved - India Wastes
7268;242;141;87;Reserved - India Wastes
7269;242;188;192;Reserved - India Wastes
7270;95;102;60;Reserved - India Wastes
7271;79;102;38;Reserved - India Wastes
7272;153;148;151;Reserved - India Wastes
7273;143;153;81;Reserved - India Wastes
7274;124;88;54;Reserved - Steppe
7275;85;86;52;Reserved - Mongolia
7276;224;152;134;Reserved - India Wastes
7277;77;84;60;Reserved - China Wastes
7278;191;183;188;Reserved - China Wastes
7279;191;94;84;Reserved - China Wastes
7280;188;135;184;Reserved - China Wastes
7281;188;139;101;Reserved - China Wastes
7282;85;129;153;Reserved - China Wastes
7283;153;86;19;Reserved - China Wastes
7284;67;175;51;Reserved - China Wastes
7285;114;223;229;Reserved - China Wastes
